measurement_id,timestamp,station_name,station_type,latitude,longitude,pm25,pm10,no2,so2,co,ozone,temperature,humidity,wind_speed,wind_direction,pressure,visibility,aqi
AQ_000144,2024-01-09 19:30:00,Chemical Complex Monitor,industrial,28.3974,77.3266,14.0,70.0,491.0,333.0,138.0,157.0,5.4,47.235910139526496,7.7,216,967.2,5.0,54
AQ_000145,2024-01-09 20:15:00,Major Road Intersection,urban_traffic,28.5355,77.391,288.0,26.0,481.0,99.0,10.0,620.0,15.7,21.37760007633453,4.5,190,1009.5,11.3,337
AQ_000146,2024-01-09 21:15:00,Downtown Traffic Junction,urban_traffic,28.6139,77.209,39.0,128.0,583.0,196.0,22.0,447.0,6.3,46.952339946737844,6.4,99,967.5,20.5,109
AQ_000147,2024-01-09 21:30:00,University Campus,background,28.5449,77.1926,86.0,34.0,5.4,176.0,12.0,164.0,10.3,42.17984507352702,6.0,181,1001.4,19.6,182
AQ_000148,2024-01-09 22:30:00,City Park Monitor,background,28.6169,77.2295,448.0,99.0,228.0,137.0,16.0,93.0,5.2,44.79104706751499,3.5,34,992.8,2.2,497
AQ_000149,2024-01-10 01:00:00,Industrial Zone East,industrial,28.8386,77.1462,82.0,71.0,431.0,540.0,51.0,596.0,10.1,38.61979625312084,4.3,181,1031.8,29.4,178
AQ_000150,2024-01-10 07:00:00,Downtown Traffic Junction,urban_traffic,28.6139,77.209,681.0,393.0,605.0,54.0,10.0,595.0,8.2,40.44803320854871,3.1,55,989.2,7.3,500
AQ_000151,2024-01-10 08:30:00,City Park Monitor,background,28.6169,77.2295,66.0,133.0,93.0,207.0,22.0,237.0,7.6,28.100755364825417,0.2,160,1035.2,10.7,161
AQ_000152,2024-01-10 09:45:00,Manufacturing District,industrial,28.4089,77.3178,318.0,3039.0,,418.0,59.0,779.0,9.7,59.60747473798129,1.5,50,1002.7,21.9,367
AQ_000153,2024-01-10 10:00:00,Downtown Traffic Junction,urban_traffic,28.6139,77.209,44.0,1569.0,2857.0,699.0,119.0,248.0,11.3,53.636839670289945,7.0,288,1007.8,6.1,121
AQ_000154,2024-01-10 11:30:00,Chemical Complex Monitor,industrial,28.3974,77.3266,62.0,36.0,311.0,89.0,12.0,256.0,17.5,49.954692319823415,10.8,273,1045.2,12.1,156
AQ_000155,2024-01-10 12:15:00,Highway Monitoring Point,urban_traffic,28.6304,77.2177,21.0,181.0,4483.0,495.0,9.0,13.0,12.2,46.81761395374059,8.8,132,1016.7,9.6,69
AQ_000156,2024-01-10 13:00:00,Heavy Industry Area,industrial,28.3852,77.2719,230.0,22.0,48.0,511.0,135.0,127.0,14.6,25.0464651198768,5.3,262,954.5,12.8,279
AQ_000157,2024-01-10 13:30:00,Green Belt Station,background,28.6877,77.2273,22.0,11.0,40.0,269.0,18.0,-27.01112088116685,14.9,54.3030248117953,8.1,237,978.4,18.1,71
AQ_000158,2024-01-10 14:30:00,Major Road Intersection,urban_traffic,28.5355,77.391,11.0,244.0,291.0,42.0,35.0,882.0,6.3,31.155060756232352,10.3,78,1002.9,16.2,45
AQ_000159,2024-01-10 15:15:00,Suburban Monitoring,urban_residential,28.4595,77.0266,243.0,100.0,41.0,199.0,1.8,93.0,9.8,23.35605951070744,4.2,238,991.2,15.6,292
AQ_000160,2024-01-10 17:45:00,Downtown Traffic Junction,urban_traffic,28.6139,77.209,104.0,77.0,96.0,289.0,51.0,115.0,11.2,33.93118248911991,2.0,157,1026.6,12.7,201
AQ_000161,2024-01-10 18:00:00,University Campus,background,28.5449,77.1926,971.5816405511141,838.0,124.0,34.0,11.0,108.0,11.3,36.17732254331831,7.3,315,1032.4,14.1,500
AQ_000162,2024-01-10 19:15:00,Housing Complex Central,urban_residential,28.5494,77.25,206.0,135.0,66.0,225.0,64.0,217.0,4.2,32.48878201651448,1.5,107,954.9,7.2,255
AQ_000163,2024-01-10 19:45:00,Industrial Zone East,industrial,28.8386,77.1462,3.6,400.0,243.0,163.0,,688.0,13.1,57.17254582272128,1.5,73,971.6,25.7,15
AQ_000164,2024-01-10 19:45:00,Major Road Intersection,urban_traffic,28.5355,77.391,27.0,136.0,1154.0,217.0,63.0,-34.79196783725103,10.2,36.01382408880268,2.3,45,953.6,26.1,82
AQ_000165,2024-01-10 20:30:00,Urban Background,background,28.6441,77.2136,96.0,123.0,250.0,31.0,4.9,186.0,9.9,36.99430198284482,1.0,297,977.1,13.5,192
AQ_000166,2024-01-10 21:15:00,Housing Complex Central,urban_residential,28.5494,77.25,17.0,84.0,-40.657098128215395,379.0,4.5,352.0,12.6,37.08719232312829,7.6,256,1001.8,3.4,60
AQ_000167,2024-01-10 21:45:00,Residential Park,urban_residential,28.6692,77.4538,350.0,65.0,183.0,482.0,18.0,93.0,11.6,50.12012647344192,6.1,262,970.1,3.0,399
AQ_000168,2024-01-10 21:45:00,Industrial Zone East,industrial,28.8386,77.1462,1283.0,172.0,557.0,110.0,8.0,589.0,12.3,40.83915712897359,3.7,149,993.5,24.7,500
AQ_000169,2024-01-11 00:00:00,Industrial Zone East,industrial,28.8386,77.1462,48.0,79.0,2361.0,593.0,31.0,698.0,14.8,44.927989504257425,3.1,163,975.3,23.8,131
AQ_000170,2024-01-11 00:45:00,Green Belt Station,background,28.6877,77.2273,12.0,13.0,62.0,4.2,18.0,93.0,8.8,50.44107416419378,6.3,39,1024.9,27.8,50
AQ_000171,2024-01-11 04:45:00,Suburban Monitoring,urban_residential,28.4595,77.0266,176.0,121.0,100.0,174.0,14.0,293.0,6.3,27.319808262124212,3.7,306,957.9,21.3,225
AQ_000172,2024-01-11 06:15:00,Industrial Zone East,industrial,28.8386,77.1462,268.0,771.0,301.0,177.0,41.0,586.0,13.4,29.125654181435593,7.7,246,1034.4,11.5,317
AQ_000173,2024-01-11 10:15:00,University Campus,background,28.5449,77.1926,12.0,47.0,110.0,20.0,8.3,11.0,19.1,59.36620320254461,9.2,62,957.6,9.9,50
AQ_000174,2024-01-11 10:15:00,Highway Monitoring Point,urban_traffic,28.6304,77.2177,367.0,135.0,202.0,1182.0,53.0,730.0,10.4,58.9805836300662,6.3,219,1010.9,3.4,416
AQ_000175,2024-01-11 10:30:00,Industrial Zone East,industrial,28.8386,77.1462,476.0,111.0,478.0,14.0,25.0,476.0,10.6,49.3475124337379,11.5,348,1032.8,28.9,500
AQ_000176,2024-01-11 11:00:00,Green Belt Station,background,28.6877,77.2273,43.0,31.0,47.0,265.0,3.0,39.0,14.3,39.92831627941608,14.3,212,1028.4,28.6,119
AQ_000177,2024-01-11 11:45:00,Chemical Complex Monitor,industrial,28.3974,77.3266,456.0,905.0,354.0,20.0,7.7,821.0,8.5,22.845368441857943,10.5,122,1044.1,23.3,500
AQ_000178,2024-01-11 13:00:00,Manufacturing District,industrial,28.4089,77.3178,7.3,73.0,108.0,118.0,62.0,498.0,19.2,48.21243243239161,7.8,286,1047.3,4.8,30
AQ_000179,2024-01-11 16:45:00,Major Road Intersection,urban_traffic,28.5355,77.391,221.0,104.0,350.0,817.0,82.0,514.0,14.8,25.133699991910262,10.7,4,965.7,8.1,270
AQ_000180,2024-01-11 18:30:00,Central Business District,urban_traffic,28.6289,77.2065,381.0,1104.0,1044.0,22.0,6.0,50.0,18.6,28.38159292244012,4.6,224,1034.8,4.1,430
AQ_000181,2024-01-11 18:45:00,Downtown Traffic Junction,urban_traffic,28.6139,77.209,271.0,361.0,100.0,34.0,19.0,508.0,9.4,21.95384776211185,0.5,355,983.7,5.0,320
AQ_000182,2024-01-11 20:00:00,Industrial Zone East,industrial,28.8386,77.1462,31.0,102.0,575.0,169.0,29.0,373.0,8.3,49.13703562617222,0.3,266,972.1,29.7,90
AQ_000183,2024-01-11 20:15:00,Highway Monitoring Point,urban_traffic,28.6304,77.2177,109.0,153.0,452.0,210.0,11.0,1254.0,13.3,20.20456589037835,0.9,320,951.3,28.2,206
AQ_000184,2024-01-11 21:30:00,Central Business District,urban_traffic,28.6289,77.2065,175.0,201.0,553.0,49.0,33.0,469.0,15.3,47.996818041984184,5.9,244,1018.2,24.9,224
AQ_000185,2024-01-11 21:45:00,Residential Park,urban_residential,28.6692,77.4538,210.0,3.9,85.0,78.0,32.0,467.0,13.6,40.42043549759277,0.5,128,998.9,5.3,259
AQ_000186,2024-01-12 06:15:00,Green Belt Station,background,28.6877,77.2273,600.0,175.0,250.0,955.0,38.0,645.0,16.7,42.975674641576795,4.3,11,1023.3,12.7,218
AQ_000187,2024-01-12 08:30:00,Central Business District,urban_traffic,28.6289,77.2065,453.0,657.0,74.0,139.0,5.3,958.0,14.6,34.089214030268224,7.2,236,1020.4,7.3,500
AQ_000188,2024-01-12 09:00:00,University Campus,background,28.5449,77.1926,42.0,88.0,174.0,491.0,44.0,522.0,10.3,41.4382369269499,3.8,93,998.8,27.5,116
AQ_000189,2024-01-12 14:45:00,City Park Monitor,background,28.6169,77.2295,105.0,135.0,45.0,124.0,41.0,165.0,11.4,27.484026928522255,12.2,266,1022.7,3.7,202
AQ_000190,2024-01-12 16:15:00,Green Belt Station,background,28.6877,77.2273,295.0,58.0,158.0,31.0,47.0,142.0,18.8,41.453219120726104,13.5,262,972.5,13.8,344
AQ_000191,2024-01-12 16:15:00,Downtown Traffic Junction,urban_traffic,28.6139,77.209,125.0,50.0,687.0,263.0,67.0,420.0,20.0,30.07102131075647,11.3,183,990.8,27.5,223
AQ_000192,2024-01-12 17:15:00,Chemical Complex Monitor,industrial,28.3974,77.3266,87.0,4.9,69.0,104.0,9.9,473.0,16.1,35.64748867784389,4.1,67,998.9,4.1,183
AQ_000193,2024-01-12 17:15:00,Manufacturing District,industrial,28.4089,77.3178,588.0,340.0,355.0,77.0,33.0,455.0,15.2,39.58482171832742,6.0,197,1012.8,20.1,500
AQ_000194,2024-01-12 17:15:00,Downtown Traffic Junction,urban_traffic,28.6139,77.209,270.0,159.0,175.0,5.3,28.0,292.0,15.4,35.685676283135166,5.2,281,1022.6,27.0,319
AQ_000195,2024-01-12 17:30:00,Housing Complex Central,urban_residential,28.5494,77.25,29.099999999999998,228.0,174.0,105.0,5.4,1635.0,19.4,44.28353516297615,2.0,69,951.0,26.0,40
AQ_000196,2024-01-12 17:45:00,Heavy Industry Area,industrial,28.3852,77.2719,22.0,163.0,129.0,3766.850808021843,1.6,533.0,15.6,43.30608111860607,0.4,96,977.5,20.2,71
AQ_000197,2024-01-12 18:00:00,Suburban Monitoring,urban_residential,28.4595,77.0266,346.0,88.0,135.0,282.0,105.0,155.0,11.3,42.15389541041418,2.0,350,995.3,29.2,395
AQ_000198,2024-01-12 18:45:00,Green Belt Station,background,28.6877,77.2273,160.0,28.0,85.0,118.0,12.0,1315.0,12.6,51.042404955762244,6.9,323,1024.2,29.4,209
AQ_000199,2024-01-12 19:15:00,Heavy Industry Area,industrial,28.3852,77.2719,201.0,219.0,286.0,101.0,27.0,242.0,5.1,41.91870229140391,3.9,35,1027.3,1.1,250
AQ_000200,2024-01-12 20:15:00,Green Belt Station,background,28.6877,77.2273,7.3,53.0,74.0,220.0,30.0,228.0,13.1,26.691692463736203,1.3,95,1028.2,20.7,30
AQ_000201,2024-01-13 06:45:00,Housing Complex Central,urban_residential,28.5494,77.25,140.0,48.0,117.0,29.0,16.0,32.0,6.4,20.220714568394264,3.2,325,950.3,16.0,239
AQ_000202,2024-01-13 07:00:00,Residential Area North,urban_residential,28.7041,77.1025,147.0,63.0,221.0,64.0,23.0,416.0,12.5,47.76592485473819,2.8,313,972.3,16.7,246
AQ_000203,2024-01-13 08:45:00,Highway Monitoring Point,urban_traffic,28.6304,77.2177,370.0,173.0,351.0,236.0,98.0,189.0,12.5,22.60582633598399,5.6,14,1035.3,27.7,419
AQ_000204,2024-01-13 08:45:00,Highway Monitoring Point,urban_traffic,28.6304,77.2177,1037.0,183.0,391.0,338.0,36.0,634.0,12.1,58.782668364604234,0.7,310,981.9,21.4,500
AQ_000205,2024-01-13 09:00:00,University Campus,background,28.5449,77.1926,-25.90072537870664,33.0,11.0,67.0,65.0,140.0,11.8,43.87290008851619,6.2,332,1033.0,12.2,305
AQ_000206,2024-01-13 11:00:00,Housing Complex Central,urban_residential,28.5494,77.25,44.0,141.0,112.0,159.0,23.0,269.0,16.0,45.99277860294888,14.4,233,1020.7,11.6,121
AQ_000207,2024-01-13 12:00:00,Downtown Traffic Junction,urban_traffic,28.6139,77.209,27.0,186.0,68.0,49.0,3.7,231.0,18.1,33.18108233227555,8.7,353,1033.6,28.1,82
AQ_000208,2024-01-13 12:45:00,Green Belt Station,background,28.6877,77.2273,500.0,120.0,27.0,143.0,6.3,210.0,12.2,50.85778280847181,8.7,110,1041.5,16.6,500
AQ_000209,2024-01-13 17:45:00,Industrial Zone East,industrial,28.8386,77.1462,309.0,152.0,255.0,8.4,8.7,460.0,14.3,48.86732423102508,1.2,88,1005.2,18.6,358
AQ_000210,2024-01-13 18:45:00,Urban Background,background,28.6441,77.2136,171.0,63.0,32.0,97.0,4.4,395.0,14.9,48.13492460568888,2.5,13,961.1,25.7,220
AQ_000211,2024-01-13 19:15:00,Manufacturing District,industrial,28.4089,77.3178,11.0,194.0,139.0,661.0,108.0,866.0,13.1,25.122739459324137,1.4,155,971.1,24.9,45
AQ_000212,2024-01-13 20:30:00,Urban Background,background,28.6441,77.2136,188.0,148.0,85.0,8.7,77.0,545.0,6.0,41.47455959643918,5.9,106,1033.9,11.0,237
AQ_000213,2024-01-13 20:30:00,Highway Monitoring Point,urban_traffic,28.6304,77.2177,101.0,419.0,144.0,1074.0,25.0,426.0,4.2,57.13855615153395,4.7,101,984.9,28.3,198
AQ_000214,2024-01-13 21:00:00,Suburban Monitoring,urban_residential,28.4595,77.0266,51.0,608.0,63.0,162.0,19.0,330.0,14.8,45.50234478846878,8.0,13,991.3,7.7,139
AQ_000215,2024-01-13 22:00:00,Manufacturing District,industrial,28.4089,77.3178,171.0,594.0,112.0,717.0,17.0,772.0,14.4,48.26945345753316,4.9,229,1006.9,5.8,220
AQ_000216,2024-01-14 07:30:00,Major Road Intersection,urban_traffic,28.5355,77.391,298.0,1315.0,791.0,46.0,13.0,760.0,5.6,41.378317705122306,6.5,357,957.1,4.1,347
AQ_000217,2024-01-14 08:15:00,Manufacturing District,industrial,28.4089,77.3178,30.0,1617.0,-42.61967060251502,557.0,9.6,1019.0,13.4,26.898331958948496,7.7,167,1015.3,27.5,88
AQ_000218,2024-01-14 10:15:00,Major Road Intersection,urban_traffic,28.5355,77.391,251.0,778.0,98.0,1104.0,131.0,346.0,14.5,54.30764400712038,8.0,138,968.1,14.0,300
AQ_000219,2024-01-14 10:45:00,Highway Monitoring Point,urban_traffic,28.6304,77.2177,166.0,203.0,92.0,184.0,8.3,398.0,9.1,58.11963791004101,8.6,126,1024.8,28.8,215
AQ_000220,2024-01-14 11:15:00,Highway Monitoring Point,urban_traffic,28.6304,77.2177,32.0,3.3,169.0,133.0,8.4,3209.40416862895,10.6,29.356985662097543,14.8,306,1004.1,4.0,92
AQ_000221,2024-01-14 11:30:00,Heavy Industry Area,industrial,28.3852,77.2719,65.0,300.0,312.0,200.0,177.0,473.0,5.4,58.99408185080526,7.0,18,987.2,4.3,160
AQ_000222,2024-01-14 12:00:00,Housing Complex Central,urban_residential,28.5494,77.25,76.0,191.0,34.0,39.0,3.6,,18.2,20.52782632853912,6.6,217,1020.6,22.3,171
AQ_000223,2024-01-14 13:45:00,Central Business District,urban_traffic,28.6289,77.2065,185.0,207.0,705.0,211.0,44.0,349.0,18.9,51.604463537343506,7.7,358,1009.7,7.6,234
AQ_000224,2024-01-14 13:45:00,Urban Background,background,28.6441,77.2136,133.0,31.0,71.0,23.0,19.0,152.0,15.4,53.130672183711035,12.6,125,1034.0,13.5,231
AQ_000225,2024-01-14 15:00:00,Heavy Industry Area,industrial,28.3852,77.2719,12.0,663.0,144.0,316.0,8.0,617.0,10.1,38.12423535679629,13.1,349,967.8,13.2,50
AQ_000226,2024-01-14 15:15:00,Residential Area North,urban_residential,28.7041,77.1025,216.0,606.0,389.0,351.0,8.8,505.0,11.0,33.02877264363626,3.8,141,1044.9,5.0,265
AQ_000227,2024-01-14 16:30:00,Downtown Traffic Junction,urban_traffic,28.6139,77.209,370.0,30.0,145.0,295.0,140.0,352.0,5.9,58.11173766932577,14.3,214,1036.1,27.3,419
AQ_000228,2024-01-14 17:45:00,Industrial Zone East,industrial,28.8386,77.1462,121.0,144.0,479.0,377.0,105.0,320.0,17.6,31.214073495202616,3.2,252,972.5,20.3,219
AQ_000229,2024-01-14 18:30:00,Central Business District,urban_traffic,28.6289,77.2065,63.0,183.0,312.0,907.0,12.0,508.0,12.7,32.38237215196469,6.0,283,995.1,1.8,158
AQ_000230,2024-01-14 19:30:00,Suburban Monitoring,urban_residential,28.4595,77.0266,46.0,440.0,64.0,250.0,68.0,156.0,14.0,20.366339063600147,2.3,265,998.0,14.3,126
AQ_000231,2024-01-14 21:00:00,Residential Area North,urban_residential,28.7041,77.1025,98.0,62.0,571.0,48.0,19.0,776.0,13.5,37.760280500379274,7.9,77,1013.4,27.2,194
AQ_000232,2024-01-14 22:45:00,Major Road Intersection,urban_traffic,28.5355,77.391,177.0,1265.0,134.0,577.0,8.1,571.0,7.4,32.26874583306237,1.7,184,1025.7,20.9,226
AQ_000233,2024-01-15 02:30:00,Residential Area North,urban_residential,28.7041,77.1025,172.0,46.0,555.0,116.0,4.9,83.0,10.6,47.244240142676276,4.8,288,989.7,27.4,221
AQ_000234,2024-01-15 04:30:00,Residential Area North,urban_residential,28.7041,77.1025,103.0,65.0,111.0,0.5,17.0,266.0,10.7,52.60194717570656,6.6,350,954.9,4.9,200
AQ_000235,2024-01-15 06:15:00,Green Belt Station,background,28.6877,77.2273,23.0,76.0,0.4,2.7,15.0,111.0,4.6,41.160912058731384,1.0,171,1041.2,7.2,73
AQ_000236,2024-01-15 06:45:00,Residential Area North,urban_residential,28.7041,77.1025,78.0,47.0,122.0,166.0,10.0,397.0,12.0,51.12771697647459,4.3,285,1044.8,9.7,173
AQ_000237,2024-01-15 07:00:00,Green Belt Station,background,28.6877,77.2273,207.0,75.0,50.0,35.0,41.0,89.0,7.7,57.48602341769591,2.9,42,1009.4,1.5,256
AQ_000238,2024-01-15 08:15:00,University Campus,background,28.5449,77.1926,1.9,716.0,57.0,31.0,17.0,223.0,5.2,42.67439530453173,3.0,354,997.5,23.9,7
AQ_000239,2024-01-15 09:30:00,Residential Park,urban_residential,28.6692,77.4538,37.0,158.0,176.0,161.0,22.0,401.0,5.6,49.30091742492934,1.6,77,982.4,12.6,104
AQ_000240,2024-01-15 13:15:00,Green Belt Station,background,28.6877,77.2273,175.0,132.0,32.0,3.9,48.0,469.0,14.1,43.78040617272244,7.6,70,1006.4,13.7,224
AQ_000241,2024-01-15 17:30:00,University Campus,background,28.5449,77.1926,74.0,67.0,158.0,33.0,40.0,220.0,11.7,23.728221747165044,3.7,113,986.0,20.0,169
AQ_000242,2024-01-15 19:45:00,Suburban Monitoring,urban_residential,28.4595,77.0266,378.0,6319.0,1074.0,553.0,0.2,538.0,11.4,59.10936312864259,2.6,131,1022.5,25.8,427
AQ_000243,2024-01-15 20:15:00,Suburban Monitoring,urban_residential,28.4595,77.0266,191.0,73.0,339.0,63.0,142.0,211.0,4.6,42.24900700939453,5.5,105,1006.1,9.7,240
AQ_000244,2024-01-16 02:00:00,University Campus,background,28.5449,77.1926,40.0,55.0,64.0,107.0,3.2,230.0,12.6,57.179940117869336,4.6,225,954.9,19.6,111
AQ_000245,2024-01-16 03:30:00,Manufacturing District,industrial,28.4089,77.3178,313.0,72.0,84.0,461.0,6.8,400.0,15.6,53.26706947124036,1.5,302,958.1,6.3,362
AQ_000246,2024-01-16 05:15:00,Major Road Intersection,urban_traffic,28.5355,77.391,103.0,41.0,131.0,83.0,33.0,6.0,4.1,26.758723985775315,7.2,355,973.0,11.7,200
AQ_000247,2024-01-16 07:30:00,City Park Monitor,background,28.6169,77.2295,48.0,116.0,108.0,224.0,6.8,1090.0,6.3,41.68415668327533,2.6,10,1001.7,21.0,131
AQ_000248,2024-01-16 08:15:00,Chemical Complex Monitor,industrial,28.3974,77.3266,666.0,584.0,207.0,372.0,18.0,582.0,18.2,52.18518708650829,1.7,86,959.1,21.0,500
AQ_000249,2024-01-16 08:30:00,Highway Monitoring Point,urban_traffic,28.6304,77.2177,55.0,-7.371320746078709,862.0,38.0,9.3,327.0,10.9,20.20664752915623,2.0,217,1047.8,12.2,149
AQ_000250,2024-01-16 09:15:00,Residential Park,urban_residential,28.6692,77.4538,382.0,192.0,160.0,2510.0,138.0,-47.96047711478453,8.9,39.56525051074313,3.5,314,1043.8,8.8,431
AQ_000251,2024-01-16 09:15:00,Heavy Industry Area,industrial,28.3852,77.2719,171.0,584.0,223.0,880.0,9.7,462.0,11.9,27.528034428291758,7.8,247,953.7,4.4,220
AQ_000252,2024-01-16 09:45:00,Heavy Industry Area,industrial,28.3852,77.2719,208.0,465.0,1711.0,627.0,133.0,2272.0,14.8,58.420845568000885,6.4,3,1029.2,5.6,257
AQ_000253,2024-01-16 11:15:00,Housing Complex Central,urban_residential,28.5494,77.25,12.200000000000001,19.700000000000003,10.100000000000001,43.5,0.5700000000000001,24.5,12.7,38.60367400960202,7.0,145,989.6,17.3,220
AQ_000254,2024-01-16 11:30:00,Housing Complex Central,urban_residential,28.5494,77.25,126.0,143.0,118.0,167.0,15.0,213.0,19.0,23.930535611827686,10.3,162,1035.9,21.1,224
AQ_000255,2024-01-16 11:45:00,Residential Park,urban_residential,28.6692,77.4538,81.0,109.0,73.0,659.0,42.0,317.0,8.5,22.306673861781174,12.9,151,1023.4,15.9,176
AQ_000256,2024-01-16 12:30:00,Manufacturing District,industrial,28.4089,77.3178,12.0,62.0,75.0,605.0,87.0,20.0,13.9,56.70408265061941,9.6,299,955.1,21.8,50
AQ_000257,2024-01-16 15:45:00,Urban Background,background,28.6441,77.2136,127.0,26.0,97.0,256.0,1.8,13.0,17.1,31.63110785338512,6.7,343,1022.5,26.4,225
AQ_000258,2024-01-16 16:00:00,Manufacturing District,industrial,28.4089,77.3178,198.0,,306.0,116.0,,714.0,21.5,42.09926203312033,14.1,96,1002.1,3.0,247
AQ_000259,2024-01-16 16:15:00,Heavy Industry Area,industrial,28.3852,77.2719,135.0,281.0,262.0,1624.0,32.0,779.0,13.1,47.16347639937503,12.9,358,971.6,16.2,233
AQ_000260,2024-01-16 17:45:00,Major Road Intersection,urban_traffic,28.5355,77.391,262.0,1193.0,4341.0,2285.5599201524533,7.0,413.0,16.8,24.14692712764005,7.0,297,966.1,10.2,311
AQ_000261,2024-01-16 18:45:00,Chemical Complex Monitor,industrial,28.3974,77.3266,197.0,8078.6977532134515,39.0,378.0,61.0,328.0,20.9,30.506849421320865,4.8,348,993.8,8.9,246
AQ_000262,2024-01-16 19:45:00,Green Belt Station,background,28.6877,77.2273,27.0,98.0,34.0,47.0,39.0,262.0,6.7,48.84020381850277,4.7,268,967.7,1.2,82
AQ_000263,2024-01-16 23:45:00,Suburban Monitoring,urban_residential,28.4595,77.0266,40.0,47.0,24.0,24.0,24.0,265.0,11.5,52.82479991447074,3.7,77,1036.5,29.9,111
AQ_000264,2024-01-17 04:00:00,Downtown Traffic Junction,urban_traffic,28.6139,77.209,311.0,2.3,514.0,81.0,8.5,430.0,12.6,28.586040955086148,0.7,214,1037.9,16.3,360
AQ_000265,2024-01-17 07:30:00,Central Business District,urban_traffic,28.6289,77.2065,1026.9482806713038,627.0,280.0,1452.0,107.0,219.0,10.6,44.155062071127475,0.4,106,986.1,17.9,204
AQ_000266,2024-01-17 07:45:00,Suburban Monitoring,urban_residential,28.4595,77.0266,54.0,155.0,3286.0,46.0,1.6,1943.0,9.1,36.71473113745627,5.8,219,972.5,24.6,146
AQ_000267,2024-01-17 08:15:00,Housing Complex Central,urban_residential,28.5494,77.25,3.7,2.7,236.0,364.0,21.0,669.0,14.6,56.61822483702099,7.9,344,963.5,1.7,15
AQ_000268,2024-01-17 09:30:00,Urban Background,background,28.6441,77.2136,573.0,212.0,124.0,126.0,27.0,261.0,5.8,57.55282537985527,0.2,235,973.5,2.8,500
AQ_000269,2024-01-17 10:15:00,Suburban Monitoring,urban_residential,28.4595,77.0266,121.0,1660.0,219.0,321.0,5.1,559.0,13.6,53.524751290920975,8.4,96,991.7,28.8,219
AQ_000270,2024-01-17 11:45:00,Central Business District,urban_traffic,28.6289,77.2065,3377.0,267.0,78.0,202.0,8.7,483.0,8.9,43.186017141775004,14.5,16,996.0,9.0,500
AQ_000271,2024-01-17 12:45:00,Green Belt Station,background,28.6877,77.2273,54.0,86.0,57.0,9.8,4.0,299.0,16.8,27.890023332665415,8.8,250,1005.1,28.3,146
AQ_000272,2024-01-17 13:45:00,Major Road Intersection,urban_traffic,28.5355,77.391,55.0,41.0,104.0,308.0,33.0,390.0,18.9,26.884612791434964,7.4,241,988.8,7.6,149
AQ_000273,2024-01-17 14:15:00,Urban Background,background,28.6441,77.2136,61.0,34.0,72.0,291.0,42.0,331.0,17.0,37.48285326760252,3.3,94,1028.8,22.6,155
AQ_000274,2024-01-17 14:30:00,Chemical Complex Monitor,industrial,28.3974,77.3266,137.0,28.0,260.0,297.0,72.0,482.0,17.4,48.872150827051136,10.1,58,1024.9,21.8,235
AQ_000275,2024-01-17 16:00:00,Urban Background,background,28.6441,77.2136,111.0,19.0,106.0,31.0,30.0,116.0,11.0,57.999076775345266,11.4,333,1025.1,3.5,208
AQ_000276,2024-01-17 17:30:00,Green Belt Station,background,28.6877,77.2273,76.0,396.0,84.0,96.0,3.3,118.0,19.9,46.3346091996569,4.3,26,979.6,23.1,171
AQ_000277,2024-01-17 19:45:00,Downtown Traffic Junction,urban_traffic,28.6139,77.209,233.0,269.0,155.0,4.4,21.0,341.0,12.0,23.585469226664742,3.7,193,970.6,26.5,282
AQ_000278,2024-01-17 23:00:00,City Park Monitor,background,28.6169,77.2295,370.0,975.0,180.0,840.0,65.0,1430.0,5.3,46.30964840738942,4.7,326,980.0,15.5,169
AQ_000279,2024-01-17 23:30:00,University Campus,background,28.5449,77.1926,80.0,59.0,59.0,15.0,1.8,72.0,9.0,28.607890424572773,0.7,164,1038.8,5.7,175
AQ_000280,2024-01-18 00:15:00,Housing Complex Central,urban_residential,28.5494,77.25,47.0,249.0,272.0,15.0,65.0,35.0,15.9,47.83705221506148,1.5,213,962.6,1.2,129
AQ_000281,2024-01-18 05:00:00,Suburban Monitoring,urban_residential,28.4595,77.0266,21.0,144.0,163.0,47.0,24.0,286.0,11.0,44.69566619060947,6.6,220,1005.6,7.8,69
AQ_000282,2024-01-18 08:45:00,City Park Monitor,background,28.6169,77.2295,96.0,71.0,28.0,62.0,14.0,616.0,12.7,38.62478104635932,0.3,211,1046.5,20.1,192
AQ_000283,2024-01-18 10:15:00,Suburban Monitoring,urban_residential,28.4595,77.0266,329.0,1366.0,33.0,153.0,3.2,228.0,15.9,42.333257436096844,7.6,60,970.0,17.4,378
AQ_000284,2024-01-18 10:15:00,Industrial Zone East,industrial,28.8386,77.1462,314.0,303.0,711.0,4198.37823615026,5.0,1202.0,7.8,59.67886909200028,5.3,272,990.9,20.5,363
AQ_000285,2024-01-18 10:15:00,Manufacturing District,industrial,28.4089,77.3178,491.0,442.0,548.0,1910.0,209.0,1734.0,11.9,56.68758377409992,9.6,117,1018.6,25.5,500
AQ_000286,2024-01-18 11:45:00,Urban Background,background,28.6441,77.2136,114.0,935.0,26.0,47.0,7.3,206.0,9.5,34.088425833746065,12.3,157,1023.2,22.9,211
AQ_000287,2024-01-18 12:45:00,University Campus,background,28.5449,77.1926,29.0,101.0,566.0,203.0,28.0,122.0,19.4,52.66182982329401,4.5,302,976.9,8.3,86
